No;DB010;DB020;DB040;DB090;HX040;HX050;HX090
3176;2006;AT;Tyrol;679.7288136;1;1;16947.93
3177;2006;AT;Vienna;651.8676056;2;1.5;51730.03333
3178;2006;AT;Lower Austria;655.0646154;1;1;17054.65
3179;2006;AT;Upper Austria;492.875;4;2.1;14725.15714
3180;2006;AT;Carinthia;535.7936508;2;1.5;29425.66667
3181;2006;AT;Styria;536.8923077;2;1.5;8943.993333
3182;2006;AT;Upper Austria;643.2557252;1;1;15765.17
3183;2006;AT;Carinthia;535.7936508;2;1.5;19350.42667
3184;2006;AT;Lower Austria;515.1014493;2;1.5;9308.98
3185;2006;AT;Styria;616.3409091;1;1;10438.74
3186;2006;AT;Tyrol;679.7288136;1;1;15969.46
3187;2006;AT;Lower Austria;515.1014493;2;1.5;22351.68667
3188;2006;AT;Upper Austria;492.875;4;1.9;9494.4
3189;2006;AT;Lower Austria;538.1707317;5;2.6;15605.16154
3190;2006;AT;Vorarlberg;485.6792453;4;2.1;18426.21429
3191;2006;AT;Lower Austria;574.0582011;3;2;17376.595
3192;2006;AT;Lower Austria;556.4260355;4;2.1;15175.12857
3193;2006;AT;Vienna;651.8676056;2;1.5;23398.94
3194;2006;AT;Tyrol;493.3823529;4;2.1;14403.01905
3195;2006;AT;Salzburg;554.7636364;3;2;21729.795
3196;2006;AT;Burgenland;480.9878049;2;1.5;9735.326667
3197;2006;AT;Styria;455.5714286;5;2.4;18945.95833
3198;2006;AT;Tyrol;475.2972973;5;2.4;9460.75
3199;2006;AT;Salzburg;693.3203883;1;1;5963.76
3200;2006;AT;Burgenland;480.9878049;2;1.5;8034.566667
3201;2006;AT;Vienna;868.2204176;1;1;23349.97
3202;2006;AT;Tyrol;493.3823529;4;2.3;12271.11304
3203;2006;AT;Upper Austria;492.875;4;2.5;24402.916
3204;2006;AT;Upper Austria;493.7943925;2;1.5;31298.04667
3205;2006;AT;Vienna;651.8676056;2;1.5;16439.87333
3206;2006;AT;Carinthia;535.7936508;2;1.5;32368.85333
3207;2006;AT;Upper Austria;493.7943925;2;1.5;21330.96
3208;2006;AT;Vorarlberg;532.5909091;3;2;29308.525
3209;2006;AT;Carinthia;527.6;3;2;9608.215
3210;2006;AT;Vorarlberg;622;1;1;15498.81
3211;2006;AT;Styria;482.0213904;3;1.8;18867.78889
3212;2006;AT;Carinthia;459;5;2.8;12306.20714
3213;2006;AT;Lower Austria;655.0646154;1;1;18707.14
3214;2006;AT;Styria;455.5714286;5;3;24611.21333
3215;2006;AT;Styria;536.8923077;2;1.5;26318.74
3216;2006;AT;Lower Austria;574.0582011;3;1.8;16736.21667
3217;2006;AT;Vienna;635.4571429;5;2.6;17866.1
3218;2006;AT;Vienna;868.2204176;1;1;5049.81
3219;2006;AT;Upper Austria;493.7943925;2;1.5;25325.01333
3220;2006;AT;Carinthia;630.7863248;1;1;13190.46
3221;2006;AT;Upper Austria;492.875;4;2.3;15313.13478
3222;2006;AT;Lower Austria;515.1014493;2;1.5;55965.30667
3223;2006;AT;Lower Austria;655.0646154;1;1;16309.19
3224;2006;AT;Vorarlberg;518.1666667;2;1.5;21811.87333
3225;2006;AT;Vienna;868.2204176;1;1;18978.97
3226;2006;AT;Upper Austria;643.2557252;1;1;24228.98
3227;2006;AT;Styria;536.8923077;2;1.5;23769.86667
3228;2006;AT;Styria;616.3409091;1;1;17318.46
3229;2006;AT;Vienna;868.2204176;1;1;18652.14
3230;2006;AT;Styria;484.9344262;4;2.1;19726.67143
3231;2006;AT;Vienna;868.2204176;1;1;25003.83
3232;2006;AT;Upper Austria;493.7943925;2;1.5;25518.22
3233;2006;AT;Burgenland;521.0517241;1;1;18257.74
3234;2006;AT;Styria;458.8;6;3.3;17087.19091
3235;2006;AT;Vienna;651.8676056;2;1.5;5242.393333
3236;2006;AT;Styria;455.5714286;5;2.4;11326.45833
3237;2006;AT;Upper Austria;493.7943925;2;1.5;19127.09333
3238;2006;AT;Upper Austria;643.2557252;1;1;8935.75
3239;2006;AT;Salzburg;693.3203883;1;1;13265.46
3240;2006;AT;Tyrol;475.2972973;5;2.4;14549.27083
3241;2006;AT;Upper Austria;493.7943925;2;1.5;18168.56
3242;2006;AT;Styria;458.8;6;3.3;10052.12424
3243;2006;AT;Vienna;868.2204176;1;1;20822.7
3244;2006;AT;Lower Austria;655.0646154;1;1;30993.01
3245;2006;AT;Vienna;868.2204176;1;1;15337.3
3246;2006;AT;Carinthia;630.7863248;1;1;16252.67
3247;2006;AT;Upper Austria;643.2557252;1;1;16543.68
3248;2006;AT;Lower Austria;574.0582011;3;2;18532.42
3249;2006;AT;Upper Austria;643.2557252;1;1;12952.95
3250;2006;AT;Styria;536.8923077;2;1.5;15086.16
3251;2006;AT;Styria;536.8923077;2;1.5;6935.893333
3252;2006;AT;Vorarlberg;503.2222222;5;3;22771.02667
3253;2006;AT;Salzburg;614.6862745;2;1.5;33764.15333
3254;2006;AT;Lower Austria;574.0582011;3;2;8139.675
3255;2006;AT;Lower Austria;574.0582011;3;1.8;27871.75556
3256;2006;AT;Lower Austria;538.1707317;5;2.6;21698.23846
3257;2006;AT;Lower Austria;515.1014493;2;1.5;15162.38
3258;2006;AT;Vienna;651.8676056;2;1.5;23198.26667
3259;2006;AT;Styria;616.3409091;1;1;23178.95
3260;2006;AT;Vienna;651.8676056;2;1.5;29486.88
3261;2006;AT;Salzburg;614.6862745;2;1.5;14583.32667
3262;2006;AT;Lower Austria;515.1014493;2;1.5;17681.24667
3263;2006;AT;Burgenland;521.0517241;1;1;10349.07
3264;2006;AT;Lower Austria;515.1014493;2;1.5;18333.45333
3265;2006;AT;Styria;536.8923077;2;1.5;20350.84667
3266;2006;AT;Tyrol;567.1543624;2;1.5;28067.58667
3267;2006;AT;Upper Austria;492.875;4;2.1;48033.81429
3268;2006;AT;Vienna;868.2204176;1;1;11239.14
3269;2006;AT;Vienna;642.36;3;2;21318.13
3270;2006;AT;Lower Austria;515.1014493;2;1.5;57192.96667
3271;2006;AT;Styria;616.3409091;1;1;6320.34
3272;2006;AT;Upper Austria;507.6995074;3;2;13646.24
3273;2006;AT;Styria;536.8923077;2;1.5;15663.17333
3274;2006;AT;Upper Austria;492.875;4;2.5;14233.176
3275;2006;AT;Upper Austria;493.7943925;2;1.5;18608.78
3276;2006;AT;Vienna;651.8676056;2;1.5;11180.42
3277;2006;AT;Carinthia;434.6923077;6;3.5;13674.68
3278;2006;AT;Upper Austria;493.7943925;2;1.5;25991.81333
3279;2006;AT;Styria;482.0213904;3;2;24846.645
3280;2006;AT;Vienna;868.2204176;1;1;14381.76
3281;2006;AT;Upper Austria;507.6995074;3;1.8;13567.78889
3282;2006;AT;Lower Austria;655.0646154;1;1;29403.78
3283;2006;AT;Vorarlberg;518.1666667;2;1.5;15960.19333
3284;2006;AT;Lower Austria;655.0646154;1;1;26580.29
3285;2006;AT;Vienna;651.8676056;2;1.5;11933.34
3286;2006;AT;Upper Austria;493.7943925;2;1.5;21619.04
3287;2006;AT;Vorarlberg;482.1666667;6;3.5;17957.96857
3288;2006;AT;Tyrol;493.3823529;4;2.3;7221.46087
3289;2006;AT;Vienna;651.8676056;2;1.5;24687.4
3290;2006;AT;Carinthia;535.7936508;2;1.5;17641.96
3291;2006;AT;Vienna;868.2204176;1;1;13553.48
3292;2006;AT;Vorarlberg;485.6792453;4;2.5;33573.08
3293;2006;AT;Vienna;666.9791667;4;2.5;7191.2
3294;2006;AT;Vorarlberg;518.1666667;2;1.5;34843.13333
3295;2006;AT;Styria;616.3409091;1;1;4058.4
3296;2006;AT;Lower Austria;655.0646154;1;1;9005.26
3297;2006;AT;Vienna;868.2204176;1;1;67713.52
3298;2006;AT;Upper Austria;643.2557252;1;1;27673.45
3299;2006;AT;Vienna;651.8676056;2;1.5;37800.69333
3300;2006;AT;Styria;616.3409091;1;1;24341.71
3301;2006;AT;Tyrol;504.5696203;3;1.8;19625.55556
3302;2006;AT;Salzburg;614.6862745;2;1.5;7129.613333
3303;2006;AT;Tyrol;504.5696203;3;1.8;17912.46667
3304;2006;AT;Upper Austria;643.2557252;1;1;19917.25
3305;2006;AT;Upper Austria;492.875;4;2.1;12552.79048
3306;2006;AT;Tyrol;567.1543624;2;1.5;33738.5
3307;2006;AT;Upper Austria;493.7943925;2;1.5;27206.29333
3308;2006;AT;Lower Austria;655.0646154;1;1;1857.96
3309;2006;AT;Salzburg;532.7887324;4;2.5;22489.124
3310;2006;AT;Lower Austria;655.0646154;1;1;13562.44
3311;2006;AT;Lower Austria;655.0646154;1;1;12971.97
3312;2006;AT;Tyrol;504.5696203;3;2;8442.84
3313;2006;AT;Styria;484.9344262;4;2.1;30561.77619
3314;2006;AT;Vienna;651.8676056;2;1.5;31345.56667
3315;2006;AT;Salzburg;693.3203883;1;1;1234.81
3316;2006;AT;Carinthia;630.7863248;1;1;18944.85
3317;2006;AT;Upper Austria;643.2557252;1;1;37324.26
3318;2006;AT;Vienna;651.8676056;2;1.5;18738.47333
3319;2006;AT;Vorarlberg;485.6792453;4;2.1;21245.90476
3320;2006;AT;Upper Austria;492.875;4;2.1;14992.98095
3321;2006;AT;Lower Austria;515.1014493;2;1.5;16540.74667
3322;2006;AT;Upper Austria;493.7943925;2;1.5;6078.38
3323;2006;AT;Upper Austria;493.7943925;2;1.5;15543.28
3324;2006;AT;Upper Austria;643.2557252;1;1;13946.94
3325;2006;AT;Tyrol;504.5696203;3;2;21506.505
3326;2006;AT;Upper Austria;507.6995074;3;2;26877.525
3327;2006;AT;Burgenland;480.9878049;2;1.5;37841.1
3328;2006;AT;Lower Austria;655.0646154;1;1;16589.06
3329;2006;AT;Vienna;651.8676056;2;1.5;46669.44
3330;2006;AT;Styria;616.3409091;1;1;8672.82
3331;2006;AT;Styria;536.8923077;2;1.5;9417.14
3332;2006;AT;Carinthia;630.7863248;1;1;24284.21
3333;2006;AT;Styria;616.3409091;1;1;15803.86
3334;2006;AT;Styria;482.0213904;3;1.8;19940.1
3335;2006;AT;Upper Austria;492.875;4;2.1;25799.29524
3336;2006;AT;Upper Austria;507.6995074;3;1.8;30978.93889
3337;2006;AT;Styria;482.0213904;3;2;15360.46
3338;2006;AT;Styria;482.0213904;3;1.8;16690.00556
3339;2006;AT;Vienna;868.2204176;1;1;26853.9
3340;2006;AT;Vienna;651.8676056;2;1.3;14600.63846
3341;2006;AT;Styria;482.0213904;3;1.8;15912.90556
3342;2006;AT;Upper Austria;643.2557252;1;1;11481.15
3343;2006;AT;Vienna;651.8676056;2;1.5;10168.96667
3344;2006;AT;Burgenland;498.5757576;4;2.5;9459.388
3345;2006;AT;Lower Austria;538.1707317;5;2.8;28848.63571
3346;2006;AT;Vienna;868.2204176;1;1;13075.23
3347;2006;AT;Upper Austria;507.6995074;3;1.8;26572.38889
3348;2006;AT;Upper Austria;507.6995074;3;2;22927.78
3349;2006;AT;Upper Austria;643.2557252;1;1;18206.37
3350;2006;AT;Burgenland;480.9878049;2;1.5;57061.15333
3351;2006;AT;Upper Austria;507.6995074;3;2;17599.82
3352;2006;AT;Styria;616.3409091;1;1;27329.86
3353;2006;AT;Upper Austria;493.7943925;2;1.5;19419.05333
3354;2006;AT;Carinthia;527.6;3;2;9047.355
3355;2006;AT;Upper Austria;475.3544304;5;2.8;15009.55714
3356;2006;AT;Lower Austria;655.0646154;1;1;15660.92
3357;2006;AT;Vienna;868.2204176;1;1;22623.5
3358;2006;AT;Vienna;635.4571429;5;2.4;18856.15833
3359;2006;AT;Styria;616.3409091;1;1;10980.67
3360;2006;AT;Tyrol;504.5696203;3;2;17363.47
3361;2006;AT;Lower Austria;574.0582011;3;1.8;8961.016667
3362;2006;AT;Vienna;868.2204176;1;1;23647.76
3363;2006;AT;Salzburg;614.6862745;2;1.5;29689.27333
3364;2006;AT;Lower Austria;515.1014493;2;1.5;14424.52667
3365;2006;AT;Vorarlberg;532.5909091;3;1.8;26462.18333
3366;2006;AT;Upper Austria;643.2557252;1;1;29828.27
3367;2006;AT;Carinthia;434.6923077;6;3.3;23011.71212
3368;2006;AT;Styria;482.0213904;3;1.8;25171.21667
3369;2006;AT;Tyrol;493.3823529;4;2.5;26896.108
3370;2006;AT;Burgenland;480.9878049;2;1.5;49948.02
3371;2006;AT;Carinthia;630.7863248;1;1;14030.09
3372;2006;AT;Styria;536.8923077;2;1.5;16363.28
3373;2006;AT;Styria;484.9344262;4;2.1;16413.59048
3374;2006;AT;Vorarlberg;518.1666667;2;1.5;31609.01333
3375;2006;AT;Styria;536.8923077;2;1.5;14752.36
3376;2006;AT;Tyrol;679.7288136;1;1;10073.43
3377;2006;AT;Tyrol;679.7288136;1;1;17448.31
3378;2006;AT;Salzburg;614.6862745;2;1.5;10329.98
3379;2006;AT;Vorarlberg;532.5909091;3;1.8;22981.06667
3380;2006;AT;Vienna;868.2204176;1;1;11067.1
3381;2006;AT;Vienna;868.2204176;1;1;21386.88
3382;2006;AT;Vienna;642.36;3;2;27850.38
3383;2006;AT;Styria;536.8923077;2;1.5;13941.46
3384;2006;AT;Upper Austria;507.6995074;3;2;10295.495
3385;2006;AT;Salzburg;532.7887324;4;2.3;14211.93478
3386;2006;AT;Lower Austria;655.0646154;1;1;26708.02
3387;2006;AT;Carinthia;518.6190476;4;2.3;20720.84348
3388;2006;AT;Styria;482.0213904;3;2;25341.71
3389;2006;AT;Vienna;651.8676056;2;1.5;45585.14667
3390;2006;AT;Lower Austria;574.0582011;3;2;19162.47
3391;2006;AT;Upper Austria;643.2557252;1;1;8109.55
3392;2006;AT;Tyrol;567.1543624;2;1.5;54836.23333
3393;2006;AT;Salzburg;693.3203883;1;1;14081.52
3394;2006;AT;Styria;536.8923077;2;1.5;11174.96667
3395;2006;AT;Lower Austria;574.0582011;3;1.8;13405.77222
3396;2006;AT;Vienna;651.8676056;2;1.5;23645.75333
3397;2006;AT;Vienna;651.8676056;2;1.5;19030.47333
3398;2006;AT;Styria;482.0213904;3;1.8;31284.46667
3399;2006;AT;Upper Austria;507.6995074;3;1.8;85368.92778
3400;2006;AT;Tyrol;567.1543624;2;1.5;12955.13333
3401;2006;AT;Carinthia;527.6;3;2;5859.595
3402;2006;AT;Vorarlberg;485.6792453;4;2.5;27781.216
3403;2006;AT;Upper Austria;492.875;4;2.5;18284.308
3404;2006;AT;Styria;482.0213904;3;1.8;10583.3
3405;2006;AT;Carinthia;434.6923077;6;3.1;8968.858065
3406;2006;AT;Lower Austria;515.1014493;2;1.5;41199.04667
3407;2006;AT;Lower Austria;556.4260355;4;2.1;22634.13333
3408;2006;AT;Vienna;868.2204176;1;1;29221.24
3409;2006;AT;Burgenland;480.9878049;2;1.3;14917.4
3410;2006;AT;Styria;536.8923077;2;1.5;18420.78
3411;2006;AT;Upper Austria;492.875;4;2.3;25290.33478
3412;2006;AT;Tyrol;567.1543624;2;1.5;10811.61333
3413;2006;AT;Burgenland;480.9878049;2;1.5;66089.38
3414;2006;AT;Tyrol;679.7288136;1;1;7893.54
3415;2006;AT;Lower Austria;655.0646154;1;1;21740.77
3416;2006;AT;Salzburg;554.7636364;3;2;19677.705
3417;2006;AT;Carinthia;535.7936508;2;1.5;9811.486667
3418;2006;AT;Lower Austria;538.1707317;5;2.6;24693.07308
3419;2006;AT;Styria;455.5714286;5;2.6;13511.62308
3420;2006;AT;Vienna;868.2204176;1;1;11088.94
3421;2006;AT;Lower Austria;574.0582011;3;2;9696.33
3422;2006;AT;Lower Austria;538.1707317;5;2.8;13345.23929
3423;2006;AT;Salzburg;478.5;7;4;30702.47
3424;2006;AT;Styria;616.3409091;1;1;18023.13
3425;2006;AT;Upper Austria;492.875;4;2.1;11512.59524
3426;2006;AT;Carinthia;527.6;3;1.8;18651.54444
3427;2006;AT;Burgenland;498.5757576;4;2.5;21798.288
3428;2006;AT;Tyrol;679.7288136;1;1;15147.43
3429;2006;AT;Upper Austria;493.7943925;2;1.5;11559.48667
3430;2006;AT;Vienna;868.2204176;1;1;23835.98
3431;2006;AT;Upper Austria;492.875;4;2.1;23614.51429
3432;2006;AT;Salzburg;554.7636364;3;2;20847.435
3433;2006;AT;Upper Austria;493.7943925;2;1.5;30912.82
3434;2006;AT;Upper Austria;475.3544304;5;2.8;11759.61429
3435;2006;AT;Vorarlberg;482.1666667;6;2.7;10210.73704
3436;2006;AT;Styria;482.0213904;3;2;12950.075
3437;2006;AT;Lower Austria;655.0646154;1;1;14562.35
3438;2006;AT;Burgenland;521.0517241;1;1;9631.57
3439;2006;AT;Vorarlberg;518.1666667;2;1.5;35753.28
3440;2006;AT;Lower Austria;574.0582011;3;2;25696.765
3441;2006;AT;Lower Austria;515.1014493;2;1.3;17411.09231
3442;2006;AT;Upper Austria;643.2557252;1;1;19714.52
3443;2006;AT;Salzburg;547.1428571;6;3.5;33283.24286
3444;2006;AT;Salzburg;614.6862745;2;1.3;1561
3445;2006;AT;Vienna;868.2204176;1;1;25962.59
3446;2006;AT;Vienna;868.2204176;1;1;29006.61
3447;2006;AT;Vienna;651.8676056;2;1.5;13307.55333
3448;2006;AT;Lower Austria;515.1014493;2;1.5;16551.41333
3449;2006;AT;Vienna;642.36;3;1.8;17304.42778
3450;2006;AT;Lower Austria;574.0582011;3;1.8;29567.48333
3451;2006;AT;Lower Austria;515.1014493;2;1.5;16766.42
3452;2006;AT;Carinthia;459;5;3;18744.90333
3453;2006;AT;Salzburg;693.3203883;1;1;21325.24
3454;2006;AT;Upper Austria;475.3544304;5;2.8;19067.26071
3455;2006;AT;Vienna;868.2204176;1;1;14372.01
3456;2006;AT;Upper Austria;643.2557252;1;1;22952.12
3457;2006;AT;Lower Austria;515.1014493;2;1.5;25054.49333
3458;2006;AT;Styria;536.8923077;2;1.5;9370.393333
3459;2006;AT;Carinthia;535.7936508;2;1.5;11625.96667
3460;2006;AT;Upper Austria;475.3544304;5;3;23431.29333
3461;2006;AT;Lower Austria;515.1014493;2;1.3;7003.869231
3462;2006;AT;Carinthia;630.7863248;1;1;17118.61
3463;2006;AT;Lower Austria;538.1707317;5;3;22032.13333
3464;2006;AT;Upper Austria;507.6995074;3;2;25782.65
3465;2006;AT;Lower Austria;556.4260355;4;2.1;2976.090476
3466;2006;AT;Carinthia;630.7863248;1;1;10871.27
3467;2006;AT;Lower Austria;574.0582011;3;2;28544.74
3468;2006;AT;Styria;455.5714286;5;2.8;23921.36429
3469;2006;AT;Vienna;642.36;3;1.8;11721.99444
3470;2006;AT;Vienna;868.2204176;1;1;16063.3
3471;2006;AT;Styria;616.3409091;1;1;14163.47
3472;2006;AT;Lower Austria;574.0582011;3;2;18133.97
3473;2006;AT;Upper Austria;643.2557252;1;1;9450.45
3474;2006;AT;Upper Austria;493.7943925;2;1.5;22982.22667
3475;2006;AT;Upper Austria;507.6995074;3;1.8;14568.86667
3476;2006;AT;Tyrol;504.5696203;3;1.8;16712.72222
3477;2006;AT;Tyrol;493.3823529;4;2.1;15968.83333
3478;2006;AT;Tyrol;493.3823529;4;2.3;23477.28261
3479;2006;AT;Lower Austria;515.1014493;2;1.5;37076.08
3480;2006;AT;Styria;536.8923077;2;1.5;30577.72667
3481;2006;AT;Lower Austria;515.1014493;2;1.5;7191.02
3482;2006;AT;Tyrol;567.1543624;2;1.5;28605.58667
3483;2006;AT;Vienna;666.9791667;4;2.3;14054.14348
3484;2006;AT;Vienna;868.2204176;1;1;21273.92
3485;2006;AT;Lower Austria;556.4260355;4;2.3;25425.3087
3486;2006;AT;Styria;458.8;6;3.5;18068.34857
3487;2006;AT;Styria;484.9344262;4;2.3;15232.18696
3488;2006;AT;Lower Austria;655.0646154;1;1;3479.32
3489;2006;AT;Upper Austria;493.7943925;2;1.5;11165.36
3490;2006;AT;Lower Austria;655.0646154;1;1;35811.68
3491;2006;AT;Lower Austria;655.0646154;1;1;13314.95
3492;2006;AT;Burgenland;498.5757576;4;2.5;14264.004
3493;2006;AT;Lower Austria;538.1707317;5;3;26325.78333
3494;2006;AT;Salzburg;693.3203883;1;1;9471.55
3495;2006;AT;Styria;458.8;6;2.9;13577.60345
3496;2006;AT;Salzburg;614.6862745;2;1.5;17761.94
3497;2006;AT;Burgenland;521.0517241;1;1;16820.7
3498;2006;AT;Lower Austria;515.1014493;2;1.5;9196.706667
3499;2006;AT;Lower Austria;655.0646154;1;1;15428.32
3500;2006;AT;Tyrol;504.5696203;3;1.8;22522.30556
3501;2006;AT;Carinthia;518.6190476;4;2.1;15943.9381
3502;2006;AT;Carinthia;535.7936508;2;1.5;11725.04
3503;2006;AT;Lower Austria;515.1014493;2;1.5;13016.65333
3504;2006;AT;Vienna;868.2204176;1;1;18445.04
3505;2006;AT;Vorarlberg;485.6792453;4;2.5;31674.4
3506;2006;AT;Carinthia;527.6;3;1.8;19168.07778
3507;2006;AT;Upper Austria;492.875;4;2.5;36193.552
3508;2006;AT;Salzburg;601.1666667;5;2.8;6967.496429
3509;2006;AT;Tyrol;567.1543624;2;1.5;13883.99333
3510;2006;AT;Vienna;868.2204176;1;1;22906.37
3511;2006;AT;Burgenland;498.5757576;4;2.5;23501.668
3512;2006;AT;Lower Austria;574.0582011;3;1.8;12758.18889
3513;2006;AT;Lower Austria;515.1014493;2;1.5;5345.273333
3514;2006;AT;Tyrol;567.1543624;2;1.5;24681.26
3515;2006;AT;Vorarlberg;518.1666667;2;1.5;95428.45333
3516;2006;AT;Lower Austria;655.0646154;1;1;15091.14
3517;2006;AT;Lower Austria;574.0582011;3;2;18441.6
3518;2006;AT;Salzburg;554.7636364;3;1.8;30046.27778
3519;2006;AT;Vorarlberg;532.5909091;3;2;19710.8
3520;2006;AT;Upper Austria;507.6995074;3;1.8;10936.21111
3521;2006;AT;Carinthia;459;5;2.6;16808.75769
3522;2006;AT;Salzburg;614.6862745;2;1.5;23724.50667
3523;2006;AT;Salzburg;614.6862745;2;1.5;39414.52
3524;2006;AT;Vienna;868.2204176;1;1;17068.03
3525;2006;AT;Upper Austria;492.875;4;2.3;16359.42609
3526;2006;AT;Salzburg;693.3203883;1;1;23973.83
3527;2006;AT;Carinthia;527.6;3;2;24569.36
3528;2006;AT;Lower Austria;538.1707317;5;2.4;10734.85417
3529;2006;AT;Tyrol;679.7288136;1;1;8991.44
3530;2006;AT;Lower Austria;515.1014493;2;1.5;18454.04
3531;2006;AT;Burgenland;480.9878049;2;1.5;36780.93333
3532;2006;AT;Lower Austria;515.1014493;2;1.5;30140.59333
3533;2006;AT;Carinthia;630.7863248;1;1;9720.6
3534;2006;AT;Lower Austria;538.1707317;5;2.4;16121.6875
3535;2006;AT;Tyrol;679.7288136;1;1;15687.02
3536;2006;AT;Vienna;666.9791667;4;2.1;26259.44762
3537;2006;AT;Tyrol;567.1543624;2;1.5;27586.02
3538;2006;AT;Lower Austria;515.1014493;2;1.5;23493.7
3539;2006;AT;Lower Austria;655.0646154;1;1;14777.97
3540;2006;AT;Vienna;651.8676056;2;1.5;40818.23333
3541;2006;AT;Lower Austria;515.1014493;2;1.5;19548.31333
3542;2006;AT;Salzburg;693.3203883;1;1;13755.16
3543;2006;AT;Tyrol;679.7288136;1;1;8650.51
3544;2006;AT;Vienna;868.2204176;1;1;22373.57
3545;2006;AT;Styria;484.9344262;4;2.5;33678.384
3546;2006;AT;Lower Austria;655.0646154;1;1;10845.06
3547;2006;AT;Vienna;581.3;6;2.9;4725.951724
3548;2006;AT;Upper Austria;493.7943925;2;1.3;13356.35385
3549;2006;AT;Carinthia;459;5;2.8;15280.60714
3550;2006;AT;Styria;455.5714286;5;2.8;23833.675
3551;2006;AT;Styria;484.9344262;4;2.5;14783.044
3552;2006;AT;Styria;482.0213904;3;2;20048.995
3553;2006;AT;Salzburg;532.7887324;4;2.1;11993.99048
3554;2006;AT;Styria;455.5714286;5;2.4;10742.29167
3555;2006;AT;Lower Austria;538.1707317;5;2.8;9688.282143
3556;2006;AT;Burgenland;357.8571429;5;2.8;14761.09643
3557;2006;AT;Vienna;868.2204176;1;1;21923.97
3558;2006;AT;Burgenland;498.5757576;4;2.5;25184.472
3559;2006;AT;Vienna;651.8676056;2;1.5;28489.76
3560;2006;AT;Salzburg;614.6862745;2;1.5;21325.40667
3561;2006;AT;Vienna;868.2204176;1;1;20360.44
3562;2006;AT;Salzburg;614.6862745;2;1.5;22223.98667
3563;2006;AT;Upper Austria;492.875;4;2.5;32228.832
3564;2006;AT;Lower Austria;574.0582011;3;2;11244.045
3565;2006;AT;Carinthia;535.7936508;2;1.5;16964.81333
3566;2006;AT;Styria;616.3409091;1;1;11596.56
3567;2006;AT;Salzburg;614.6862745;2;1.5;34282.1
3568;2006;AT;Vienna;651.8676056;2;1.5;25832.65333
3569;2006;AT;Vienna;651.8676056;2;1.5;21399.82667
3570;2006;AT;Vienna;651.8676056;2;1.5;36514.84
3571;2006;AT;Upper Austria;643.2557252;1;1;17840.6
3572;2006;AT;Styria;458.8;6;2.9;9873.410345
3573;2006;AT;Vorarlberg;532.5909091;3;1.8;20905.96111
3574;2006;AT;Styria;482.0213904;3;1.8;19541.43889
3575;2006;AT;Tyrol;475.2972973;5;3;15346.21667
3576;2006;AT;Vienna;868.2204176;1;1;14947.9
3577;2006;AT;Tyrol;679.7288136;1;1;13481.04
3578;2006;AT;Vienna;635.4571429;5;2.6;15182
3579;2006;AT;Vienna;651.8676056;2;1.5;6364.053333
3580;2006;AT;Lower Austria;515.1014493;2;1.5;7634.406667
3581;2006;AT;Vienna;868.2204176;1;1;32740.93
3582;2006;AT;Lower Austria;515.1014493;2;1.5;22459.79333
3583;2006;AT;Salzburg;554.7636364;3;1.8;22262.87222
3584;2006;AT;Styria;482.0213904;3;1.8;19527.47222
3585;2006;AT;Lower Austria;655.0646154;1;1;17609.35
3586;2006;AT;Styria;536.8923077;2;1.5;11971.76
3587;2006;AT;Lower Austria;515.1014493;2;1.5;12561.64
3588;2006;AT;Styria;536.8923077;2;1.5;20961.93333
3589;2006;AT;Lower Austria;515.1014493;2;1.5;39771.28667
3590;2006;AT;Vienna;651.8676056;2;1.5;14209.83333
3591;2006;AT;Upper Austria;507.6995074;3;2;29867.765
3592;2006;AT;Styria;455.5714286;5;3;9262.013333
3593;2006;AT;Carinthia;527.6;3;2;25950.41
3594;2006;AT;Vorarlberg;518.1666667;2;1.5;11019.51333
3595;2006;AT;Vienna;868.2204176;1;1;49172.28
3596;2006;AT;Lower Austria;655.0646154;1;1;16252.97
3597;2006;AT;Carinthia;535.7936508;2;1.5;31336.24
3598;2006;AT;Salzburg;693.3203883;1;1;9821.85
3599;2006;AT;Burgenland;480.9878049;2;1.5;42531.28667
3600;2006;AT;Carinthia;630.7863248;1;1;19167.39
3601;2006;AT;Upper Austria;507.6995074;3;2;20719.125
3602;2006;AT;Lower Austria;515.1014493;2;1.5;20124.50667
3603;2006;AT;Upper Austria;643.2557252;1;1;25607.25
3604;2006;AT;Lower Austria;655.0646154;1;1;5962.3
3605;2006;AT;Lower Austria;655.0646154;1;1;9648.88
3606;2006;AT;Vorarlberg;485.6792453;4;2.1;29152.12857
3607;2006;AT;Vienna;868.2204176;1;1;22469.43
3608;2006;AT;Vienna;868.2204176;1;1;10013.54
3609;2006;AT;Tyrol;679.7288136;1;1;20290.02
3610;2006;AT;Styria;426.8333333;7;3.6;20821.09167
3611;2006;AT;Vienna;651.8676056;2;1.5;28072.56
3612;2006;AT;Vienna;642.36;3;1.8;11656.09444
3613;2006;AT;Vienna;868.2204176;1;1;18644.16
3614;2006;AT;Upper Austria;643.2557252;1;1;10266.69
3615;2006;AT;Burgenland;480.9878049;2;1.5;25577.70667
3616;2006;AT;Styria;482.0213904;3;1.8;19558.3
3617;2006;AT;Tyrol;493.3823529;4;2.1;13356.75238
3618;2006;AT;Upper Austria;492.875;4;2.3;17081.76087
3619;2006;AT;Vienna;651.8676056;2;1.3;14192.3
